"subject_id","story","social_interaction","relationship","likert_rating","normalized_likert_rating"
"4557aa987611b5a056dbde803efe6767","fundraising","alternating","lower",1,0.111111111111111
"4557aa987611b5a056dbde803efe6767","babysitting","repeating","higher",2,0.2
"4557aa987611b5a056dbde803efe6767","babysitting","repeating","equal",2,0.2
"4557aa987611b5a056dbde803efe6767","babysitting","repeating","lower",6,0.6
"4557aa987611b5a056dbde803efe6767","coffee","alternating","higher",1,0.111111111111111
"4557aa987611b5a056dbde803efe6767","coffee","alternating","equal",7,0.777777777777778
"4557aa987611b5a056dbde803efe6767","coffee","alternating","lower",1,0.111111111111111
"4557aa987611b5a056dbde803efe6767","architects","alternating","higher",2,0.2
"4557aa987611b5a056dbde803efe6767","architects","alternating","equal",6,0.6
"4557aa987611b5a056dbde803efe6767","architects","alternating","lower",2,0.2
"4557aa987611b5a056dbde803efe6767","meeting prep","repeating","higher",7,0.7
"4557aa987611b5a056dbde803efe6767","meeting prep","repeating","equal",2,0.2
"4557aa987611b5a056dbde803efe6767","meeting prep","repeating","lower",1,0.1
"4557aa987611b5a056dbde803efe6767","conversation","no_interaction","higher",3,0.25
"4557aa987611b5a056dbde803efe6767","conversation","no_interaction","equal",6,0.5
"4557aa987611b5a056dbde803efe6767","conversation","no_interaction","lower",3,0.25
"4557aa987611b5a056dbde803efe6767","housemates","alternating","higher",1,0.125
"4557aa987611b5a056dbde803efe6767","housemates","alternating","equal",6,0.75
"4557aa987611b5a056dbde803efe6767","housemates","alternating","lower",1,0.125
"4557aa987611b5a056dbde803efe6767","restaurant","alternating","higher",1,0.111111111111111
"4557aa987611b5a056dbde803efe6767","restaurant","alternating","equal",7,0.777777777777778
"4557aa987611b5a056dbde803efe6767","restaurant","alternating","lower",1,0.111111111111111
"4557aa987611b5a056dbde803efe6767","gifts","no_interaction","higher",2,0.181818181818182
"4557aa987611b5a056dbde803efe6767","gifts","no_interaction","equal",6,0.545454545454545
"4557aa987611b5a056dbde803efe6767","gifts","no_interaction","lower",3,0.272727272727273
"4557aa987611b5a056dbde803efe6767","groceries","repeating","higher",2,0.181818181818182
"4557aa987611b5a056dbde803efe6767","groceries","repeating","equal",3,0.272727272727273
"4557aa987611b5a056dbde803efe6767","groceries","repeating","lower",6,0.545454545454545
"4557aa987611b5a056dbde803efe6767","police","no_interaction","higher",6,0.545454545454545
"4557aa987611b5a056dbde803efe6767","police","no_interaction","equal",3,0.272727272727273
"4557aa987611b5a056dbde803efe6767","police","no_interaction","lower",2,0.181818181818182
"4557aa987611b5a056dbde803efe6767","concerts","no_interaction","higher",2,0.2
"4557aa987611b5a056dbde803efe6767","concerts","no_interaction","equal",6,0.6
"4557aa987611b5a056dbde803efe6767","concerts","no_interaction","lower",2,0.2
"c10fdee9fa36d430fec8129d3fd95de1","police","repeating","higher",2,0.181818181818182
"c10fdee9fa36d430fec8129d3fd95de1","police","repeating","equal",4,0.363636363636364
"c10fdee9fa36d430fec8129d3fd95de1","police","repeating","lower",5,0.454545454545455
"c10fdee9fa36d430fec8129d3fd95de1","housemates","alternating","higher",4,0.307692307692308
"c10fdee9fa36d430fec8129d3fd95de1","housemates","alternating","equal",5,0.384615384615385
